lat,long,time,
52.9333,-1.5,1418256000,
52.9333,-1.5,1418342400,
52.9333,-1.5,1418428800,
52.9333,-1.5,1418515200,
52.9333,-1.5,1418601600,
52.9333,-1.5,1418688000,
52.9333,-1.5,1418774400,
52.9333,-1.5,1418860800,
52.9333,-1.5,1418947200,
52.9333,-1.5,1419033600,
52.9333,-1.5,1419120000,
52.9333,-1.5,1419206400,
52.9333,-1.5,1419292800,
52.9333,-1.5,1419379200,
52.9333,-1.5,1419465600,
52.9333,-1.5,1419552000,
52.9333,-1.5,1419638400,
52.9333,-1.5,1419724800,
52.9333,-1.5,1419811200,
52.9333,-1.5,1419897600,
52.9333,-1.5,1419984000,
52.9333,-1.5,1420070400,
52.9333,-1.5,1420156800,
52.9333,-1.5,1420243200,
52.9333,-1.5,1420329600,
52.9333,-1.5,1420416000,
52.9333,-1.5,1420502400,
52.9333,-1.5,1420588800,
52.9333,-1.5,1420675200,
52.9333,-1.5,1420761600,
52.9333,-1.5,1420848000,
52.9333,-1.5,1420934400,
52.9333,-1.5,1421020800,
52.9333,-1.5,1421107200,
52.9333,-1.5,1421193600,
52.9333,-1.5,1421280000,
52.9333,-1.5,1421366400,
52.9333,-1.5,1421452800,
52.9333,-1.5,1421539200,
52.9333,-1.5,1421625600,
52.9333,-1.5,1421712000,
52.9333,-1.5,1421798400,
52.9333,-1.5,1421884800,
52.9333,-1.5,1421971200,
52.9333,-1.5,1422057600,
52.9333,-1.5,1422144000,
52.9333,-1.5,1422230400,
52.9333,-1.5,1422316800,
52.9333,-1.5,1422403200,
52.9333,-1.5,1422489600,
52.9333,-1.5,1422576000,
52.9333,-1.5,1422662400,
52.9333,-1.5,1422748800,
52.9333,-1.5,1422835200,
52.9333,-1.5,1422921600,
52.9333,-1.5,1423008000,
52.9333,-1.5,1423094400,
52.9333,-1.5,1423180800,
52.9333,-1.5,1423267200,
52.9333,-1.5,1423353600,
52.9333,-1.5,1423440000,
52.9333,-1.5,1423526400,
52.9333,-1.5,1423612800,
52.9333,-1.5,1423699200,
52.9333,-1.5,1423785600,
52.9333,-1.5,1423872000,
52.9333,-1.5,1423958400,
52.9333,-1.5,1424044800,
52.9333,-1.5,1424131200,
52.9333,-1.5,1424217600,
52.9333,-1.5,1424304000,
52.9333,-1.5,1424390400,
52.9333,-1.5,1424476800,
52.9333,-1.5,1424563200,
52.9333,-1.5,1424649600,
52.9333,-1.5,1424736000,
52.9333,-1.5,1424822400,
52.9333,-1.5,1424908800,
52.9333,-1.5,1424995200,
52.9333,-1.5,1425081600,
52.9333,-1.5,1425168000,
52.9333,-1.5,1425254400,
52.9333,-1.5,1425340800,
52.9333,-1.5,1425427200,
52.9333,-1.5,1425513600,
52.9333,-1.5,1425600000,
52.9333,-1.5,1425686400,
52.9333,-1.5,1425772800,
52.9333,-1.5,1425859200,
52.9333,-1.5,1425945600,
52.9333,-1.5,1426032000,
52.9333,-1.5,1426118400,
52.9333,-1.5,1426204800,
52.9333,-1.5,1426291200,
52.9333,-1.5,1426377600,
52.9333,-1.5,1426464000,
52.9333,-1.5,1426550400,
52.9333,-1.5,1426636800,
52.9333,-1.5,1426723200,
52.9333,-1.5,1426809600,
52.9333,-1.5,1426896000,
52.9333,-1.5,1426982400,
52.9333,-1.5,1427068800,
52.9333,-1.5,1427155200,
52.9333,-1.5,1427241600,
52.9333,-1.5,1427328000,
52.9333,-1.5,1427414400,
52.9333,-1.5,1427500800,
52.9333,-1.5,1427587200,
52.9333,-1.5,1427673600,
52.9333,-1.5,1427760000,
52.9333,-1.5,1427846400,
52.9333,-1.5,1427932800,
52.9333,-1.5,1428019200,
52.9333,-1.5,1428105600,
52.9333,-1.5,1428192000,
52.9333,-1.5,1428278400,
52.9333,-1.5,1428364800,
52.9333,-1.5,1428451200,
52.9333,-1.5,1428537600,
52.9333,-1.5,1428624000,
52.9333,-1.5,1428710400,
52.9333,-1.5,1428796800,
52.9333,-1.5,1428883200,
52.9333,-1.5,1428969600,
52.9333,-1.5,1429056000,
52.9333,-1.5,1429142400,
52.9333,-1.5,1429228800,
52.9333,-1.5,1429315200,
52.9333,-1.5,1429401600,
52.9333,-1.5,1429488000,
52.9333,-1.5,1429574400,
52.9333,-1.5,1429660800,
52.9333,-1.5,1429747200,
52.9333,-1.5,1429833600,
52.9333,-1.5,1429920000,
52.9333,-1.5,1430006400,
52.9333,-1.5,1430092800,
52.9333,-1.5,1430179200,
52.9333,-1.5,1430265600,
52.9333,-1.5,1430352000,
52.9333,-1.5,1430438400,
52.9333,-1.5,1430524800,
52.9333,-1.5,1430611200,
52.9333,-1.5,1430697600,
52.9333,-1.5,1430784000,
52.9333,-1.5,1430870400,
52.9333,-1.5,1430956800,
52.9333,-1.5,1431043200,
52.9333,-1.5,1431129600,
52.9333,-1.5,1431216000,
52.9333,-1.5,1431302400,
52.9333,-1.5,1431388800,
52.9333,-1.5,1431475200,
52.9333,-1.5,1431561600,
52.9333,-1.5,1431648000,
52.9333,-1.5,1431734400,
52.9333,-1.5,1431820800,
52.9333,-1.5,1431907200,
52.9333,-1.5,1431993600,
52.9333,-1.5,1432080000,
52.9333,-1.5,1432166400,
52.9333,-1.5,1432252800,
52.9333,-1.5,1432339200,
52.9333,-1.5,1432425600,
52.9333,-1.5,1432512000,
52.9333,-1.5,1432598400,
52.9333,-1.5,1432684800,
52.9333,-1.5,1432771200,
52.9333,-1.5,1432857600,
52.9333,-1.5,1432944000,
52.9333,-1.5,1433030400,
52.9333,-1.5,1433116800,
52.9333,-1.5,1433203200,
52.9333,-1.5,1433289600,
52.9333,-1.5,1433376000,
52.9333,-1.5,1433462400,
52.9333,-1.5,1433548800,
52.9333,-1.5,1433635200,
52.9333,-1.5,1433721600,
52.9333,-1.5,1433808000,
52.9333,-1.5,1433894400,
52.9333,-1.5,1433980800,
52.9333,-1.5,1434067200,
52.9333,-1.5,1434153600,
52.9333,-1.5,1434240000,
52.9333,-1.5,1434326400,
52.9333,-1.5,1434412800,
52.9333,-1.5,1434499200,
52.9333,-1.5,1434585600,
52.9333,-1.5,1434672000,
52.9333,-1.5,1434758400,
52.9333,-1.5,1434844800,
52.9333,-1.5,1434931200,
52.9333,-1.5,1435017600,
52.9333,-1.5,1435104000,
52.9333,-1.5,1435190400,
52.9333,-1.5,1435276800,
52.9333,-1.5,1435363200,
52.9333,-1.5,1435449600,
52.9333,-1.5,1435536000,
52.9333,-1.5,1435622400,
52.9333,-1.5,1435708800,
52.9333,-1.5,1435795200,
52.9333,-1.5,1435881600,
52.9333,-1.5,1435968000,
52.9333,-1.5,1436054400,
52.9333,-1.5,1436140800,
52.9333,-1.5,1436227200,
52.9333,-1.5,1436313600,
52.9333,-1.5,1436400000,
52.9333,-1.5,1436486400,
52.9333,-1.5,1436572800,
52.9333,-1.5,1436659200,
52.9333,-1.5,1436745600,
52.9333,-1.5,1436832000,
52.9333,-1.5,1436918400,
52.9333,-1.5,1437004800,
52.9333,-1.5,1437091200,
52.9333,-1.5,1437177600,
52.9333,-1.5,1437264000,
52.9333,-1.5,1437350400,
52.9333,-1.5,1437436800,
52.9333,-1.5,1437523200,
52.9333,-1.5,1437609600,
52.9333,-1.5,1437696000,
52.9333,-1.5,1437782400,
52.9333,-1.5,1437868800,
52.9333,-1.5,1437955200,
52.9333,-1.5,1438041600,
52.9333,-1.5,1438128000,
52.9333,-1.5,1438214400,
52.9333,-1.5,1438300800,
52.9333,-1.5,1438387200,
52.9333,-1.5,1438473600,
52.9333,-1.5,1438560000,
52.9333,-1.5,1438646400,
52.9333,-1.5,1438732800,
52.9333,-1.5,1438819200,
52.9333,-1.5,1438905600,
52.9333,-1.5,1438992000,
52.9333,-1.5,1439078400,
52.9333,-1.5,1439164800,
52.9333,-1.5,1439251200,
52.9333,-1.5,1439337600,
52.9333,-1.5,1439424000,
52.9333,-1.5,1439510400,
52.9333,-1.5,1439596800,
52.9333,-1.5,1439683200,
52.9333,-1.5,1439769600,
52.9333,-1.5,1439856000,
52.9333,-1.5,1439942400,
52.9333,-1.5,1440028800,
52.9333,-1.5,1440115200,
52.9333,-1.5,1440201600,
52.9333,-1.5,1440288000,
52.9333,-1.5,1440374400,
52.9333,-1.5,1440460800,
52.9333,-1.5,1440547200,
52.9333,-1.5,1440633600,
52.9333,-1.5,1440720000,
52.9333,-1.5,1440806400,
52.9333,-1.5,1440892800,
52.9333,-1.5,1440979200,
52.9333,-1.5,1441065600,
52.9333,-1.5,1441152000,
52.9333,-1.5,1441238400,
52.9333,-1.5,1441324800,
52.9333,-1.5,1441411200,
52.9333,-1.5,1441497600,
52.9333,-1.5,1441584000,
52.9333,-1.5,1441670400,
52.9333,-1.5,1441756800,
52.9333,-1.5,1441843200,
52.9333,-1.5,1441929600,
52.9333,-1.5,1442016000,
52.9333,-1.5,1442102400,
52.9333,-1.5,1442188800,
52.9333,-1.5,1442275200,
52.9333,-1.5,1442361600,
52.9333,-1.5,1442448000,
52.9333,-1.5,1442534400,
52.9333,-1.5,1442620800,
52.9333,-1.5,1442707200,
52.9333,-1.5,1442793600,
52.9333,-1.5,1442880000,
52.9333,-1.5,1442966400,
52.9333,-1.5,1443052800,
52.9333,-1.5,1443139200,
52.9333,-1.5,1443225600,
52.9333,-1.5,1443312000,
52.9333,-1.5,1443398400,
52.9333,-1.5,1443484800,
52.9333,-1.5,1443571200,
52.9333,-1.5,1443657600,
52.9333,-1.5,1443744000,
52.9333,-1.5,1443830400,
52.9333,-1.5,1443916800,
52.9333,-1.5,1444003200,
52.9333,-1.5,1444089600,
52.9333,-1.5,1444176000,
52.9333,-1.5,1444262400,
52.9333,-1.5,1444348800,
52.9333,-1.5,1444435200,
52.9333,-1.5,1444521600,
52.9333,-1.5,1444608000,
52.9333,-1.5,1444694400,
52.9333,-1.5,1444780800,
52.9333,-1.5,1444867200,
52.9333,-1.5,1444953600,
52.9333,-1.5,1445040000,
52.9333,-1.5,1445126400,
52.9333,-1.5,1445212800,
52.9333,-1.5,1445299200,
52.9333,-1.5,1445385600,
52.9333,-1.5,1445472000,
52.9333,-1.5,1445558400,
52.9333,-1.5,1445644800,
52.9333,-1.5,1445731200,
52.9333,-1.5,1445817600,
52.9333,-1.5,1445904000,
52.9333,-1.5,1445990400,
52.9333,-1.5,1446076800,
52.9333,-1.5,1446163200,
52.9333,-1.5,1446249600,
52.9333,-1.5,1446336000,
52.9333,-1.5,1446422400,
52.9333,-1.5,1446508800,
52.9333,-1.5,1446595200,
52.9333,-1.5,1446681600,
52.9333,-1.5,1446768000,
52.9333,-1.5,1446854400,
52.9333,-1.5,1446940800,
52.9333,-1.5,1447027200,
52.9333,-1.5,1447113600,
52.9333,-1.5,1447200000,
52.9333,-1.5,1447286400,
52.9333,-1.5,1447372800,
52.9333,-1.5,1447459200,
52.9333,-1.5,1447545600,
52.9333,-1.5,1447632000,
52.9333,-1.5,1447718400,
52.9333,-1.5,1447804800,
52.9333,-1.5,1447891200,
52.9333,-1.5,1447977600,
52.9333,-1.5,1448064000,
52.9333,-1.5,1448150400,
52.9333,-1.5,1448236800,
52.9333,-1.5,1448323200,
52.9333,-1.5,1448409600,
52.9333,-1.5,1448496000,
52.9333,-1.5,1448582400,
52.9333,-1.5,1448668800,
52.9333,-1.5,1448755200,
52.9333,-1.5,1448841600,
52.9333,-1.5,1448928000,
52.9333,-1.5,1449014400,
52.9333,-1.5,1449100800,
52.9333,-1.5,1449187200,
52.9333,-1.5,1449273600,
52.9333,-1.5,1449360000,
52.9333,-1.5,1449446400,
52.9333,-1.5,1449532800,
52.9333,-1.5,1449619200,
52.9333,-1.5,1449705600,
52.9333,-1.5,1449792000,
52.9333,-1.5,1449878400,
52.9333,-1.5,1449964800,
52.9333,-1.5,1450051200,
52.9333,-1.5,1450137600,
52.9333,-1.5,1450224000,
52.9333,-1.5,1450310400,
52.9333,-1.5,1450396800,
52.9333,-1.5,1450483200,
52.9333,-1.5,1450569600,
52.9333,-1.5,1450656000,
52.9333,-1.5,1450742400,
52.9333,-1.5,1450828800,
52.9333,-1.5,1450915200,
52.9333,-1.5,1451001600,
52.9333,-1.5,1451088000,
52.9333,-1.5,1451174400,
52.9333,-1.5,1451260800,
52.9333,-1.5,1451347200,
52.9333,-1.5,1451433600,
52.9333,-1.5,1451520000,
52.9333,-1.5,1451606400,
52.9333,-1.5,1451692800,
52.9333,-1.5,1451779200,
52.9333,-1.5,1451865600,
52.9333,-1.5,1451952000,
52.9333,-1.5,1452038400,
52.9333,-1.5,1452124800,
52.9333,-1.5,1452211200,
52.9333,-1.5,1452297600,
52.9333,-1.5,1452384000,
52.9333,-1.5,1452470400,
52.9333,-1.5,1452556800,
52.9333,-1.5,1452643200,
52.9333,-1.5,1452729600,
52.9333,-1.5,1452816000,
52.9333,-1.5,1452902400,
52.9333,-1.5,1452988800,
52.9333,-1.5,1453075200,
52.9333,-1.5,1453161600,
52.9333,-1.5,1453248000,
52.9333,-1.5,1453334400,
52.9333,-1.5,1453420800,
52.9333,-1.5,1453507200,
52.9333,-1.5,1453593600,
52.9333,-1.5,1453680000,
52.9333,-1.5,1453766400,
52.9333,-1.5,1453852800,
52.9333,-1.5,1453939200,
52.9333,-1.5,1454025600,
52.9333,-1.5,1454112000,
52.9333,-1.5,1454198400,
52.9333,-1.5,1454284800,
52.9333,-1.5,1454371200,
52.9333,-1.5,1454457600,
52.9333,-1.5,1454544000,
52.9333,-1.5,1454630400,
52.9333,-1.5,1454716800,
52.9333,-1.5,1454803200,
52.9333,-1.5,1454889600,
52.9333,-1.5,1454976000,
52.9333,-1.5,1455062400,
52.9333,-1.5,1455148800,
52.9333,-1.5,1455235200,
52.9333,-1.5,1455321600,
52.9333,-1.5,1455408000,
52.9333,-1.5,1455494400,
52.9333,-1.5,1455580800,
52.9333,-1.5,1455667200,
52.9333,-1.5,1455753600,
52.9333,-1.5,1455840000,
52.9333,-1.5,1455926400,
52.9333,-1.5,1456012800,
52.9333,-1.5,1456099200,
52.9333,-1.5,1456185600,
52.9333,-1.5,1456272000,
52.9333,-1.5,1456358400,
52.9333,-1.5,1456444800,
52.9333,-1.5,1456531200,
52.9333,-1.5,1456617600,
52.9333,-1.5,1456704000,
52.9333,-1.5,1456790400,
52.9333,-1.5,1456876800,
52.9333,-1.5,1456963200,
52.9333,-1.5,1457049600,
52.9333,-1.5,1457136000,
52.9333,-1.5,1457222400,
52.9333,-1.5,1457308800,
52.9333,-1.5,1457395200,
52.9333,-1.5,1457481600,
52.9333,-1.5,1457568000,
52.9333,-1.5,1457654400,
52.9333,-1.5,1457740800,
52.9333,-1.5,1457827200,
52.9333,-1.5,1457913600,
52.9333,-1.5,1458000000,
52.9333,-1.5,1458086400,
52.9333,-1.5,1458172800,
52.9333,-1.5,1458259200,
52.9333,-1.5,1458345600,
52.9333,-1.5,1458432000,
52.9333,-1.5,1458518400,
52.9333,-1.5,1458604800,
52.9333,-1.5,1458691200,
52.9333,-1.5,1458777600,
52.9333,-1.5,1458864000,
52.9333,-1.5,1458950400,
52.9333,-1.5,1459036800,
52.9333,-1.5,1459123200,
52.9333,-1.5,1459209600,
52.9333,-1.5,1459296000,
52.9333,-1.5,1459382400,
52.9333,-1.5,1459468800,
52.9333,-1.5,1459555200,
52.9333,-1.5,1459641600,
52.9333,-1.5,1459728000,
52.9333,-1.5,1459814400,
52.9333,-1.5,1459900800,
52.9333,-1.5,1459987200,
52.9333,-1.5,1460073600,
52.9333,-1.5,1460160000,
52.9333,-1.5,1460246400,
52.9333,-1.5,1460332800,
52.9333,-1.5,1460419200,
52.9333,-1.5,1460505600,
52.9333,-1.5,1460592000,
52.9333,-1.5,1460678400,
52.9333,-1.5,1460764800,
52.9333,-1.5,1460851200,
52.9333,-1.5,1460937600,
52.9333,-1.5,1461024000,
52.9333,-1.5,1461110400,
52.9333,-1.5,1461196800,
52.9333,-1.5,1461283200,
52.9333,-1.5,1461369600,
52.9333,-1.5,1461456000,
52.9333,-1.5,1461542400,
52.9333,-1.5,1461628800,
52.9333,-1.5,1461715200,
52.9333,-1.5,1461801600,
52.9333,-1.5,1461888000,
52.9333,-1.5,1461974400,
52.9333,-1.5,1462060800,
52.9333,-1.5,1462147200,
52.9333,-1.5,1462233600,
52.9333,-1.5,1462320000,
52.9333,-1.5,1462406400,
52.9333,-1.5,1462492800,
52.9333,-1.5,1462579200,
52.9333,-1.5,1462665600,
52.9333,-1.5,1462752000,
52.9333,-1.5,1462838400,
52.9333,-1.5,1462924800,
52.9333,-1.5,1463011200,
52.9333,-1.5,1463097600,
52.9333,-1.5,1463184000,
52.9333,-1.5,1463270400,
52.9333,-1.5,1463356800,
52.9333,-1.5,1463443200,
52.9333,-1.5,1463529600,
52.9333,-1.5,1463616000,
52.9333,-1.5,1463702400,
52.9333,-1.5,1463788800,
52.9333,-1.5,1463875200,
